protocol,policy,seed,step,expected_level,reward,cumulative_reward,successful_event,cumulative_complexity,cumulative_exponential_complexity,complexity_unique,task_level_max,inventory,health,hunger
natural,harvest_wood,2,161,2,0.0020000000949949026,-15.504997233860195,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,162,2,0.0020000000949949026,-15.5029972337652,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,163,2,0.0020000000949949026,-15.500997233670205,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,164,2,0.0020000000949949026,-15.49899723357521,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,165,2,0.0020000000949949026,-15.496997233480215,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,166,2,0.0020000000949949026,-15.49499723338522,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,167,2,0.0020000000949949026,-15.492997233290225,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,168,2,0.0020000000949949026,-15.49099723319523,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,169,2,0.0020000000949949026,-15.488997233100235,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,170,2,0.0020000000949949026,-15.48699723300524,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,171,2,0.0020000000949949026,-15.484997232910246,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,172,2,0.0020000000949949026,-15.48299723281525,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,173,2,0.0020000000949949026,-15.480997232720256,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,174,2,0.0020000000949949026,-15.478997232625261,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,175,2,0.0020000000949949026,-15.476997232530266,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,176,2,0.0020000000949949026,-15.474997232435271,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,177,2,0.0020000000949949026,-15.472997232340276,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,178,2,0.0020000000949949026,-15.470997232245281,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,179,2,0.0020000000949949026,-15.468997232150286,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,180,2,0.0020000000949949026,-15.466997232055292,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,181,2,0.0020000000949949026,-15.464997231960297,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,182,2,0.0020000000949949026,-15.462997231865302,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,183,2,0.0020000000949949026,-15.460997231770307,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,184,2,0.0020000000949949026,-15.458997231675312,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,185,2,0.0020000000949949026,-15.456997231580317,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,186,2,0.0020000000949949026,-15.454997231485322,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,187,2,0.0020000000949949026,-15.452997231390327,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,188,2,0.0020000000949949026,-15.450997231295332,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,189,2,0.0020000000949949026,-15.448997231200337,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,190,2,0.0020000000949949026,-15.446997231105343,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,191,2,0.0020000000949949026,-15.444997231010348,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,192,2,-1.997999906539917,-17.442997137550265,damage_taken:1,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 18, 20]","[20, 20, 20]"
natural,harvest_wood,2,193,2,0.0020000000949949026,-17.44099713745527,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 18, 20]","[20, 20, 20]"
natural,harvest_wood,2,194,2,1.002000093460083,-16.438997043995187,health_regen:1,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 19, 20]","[20, 20, 20]"
natural,harvest_wood,2,195,2,0.0020000000949949026,-16.436997043900192,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 19, 20]","[20, 20, 20]"
natural,harvest_wood,2,196,2,0.0020000000949949026,-16.434997043805197,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 19, 20]","[20, 20, 20]"
natural,harvest_wood,2,197,2,0.0020000000949949026,-16.432997043710202,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 19, 20]","[20, 20, 20]"
natural,harvest_wood,2,198,2,0.0020000000949949026,-16.430997043615207,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 19, 20]","[20, 20, 20]"
natural,harvest_wood,2,199,2,1.002000093460083,-15.428996950155124,health_regen:1,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,200,2,0.0020000000949949026,-15.42699695006013,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,201,2,0.0020000000949949026,-15.424996949965134,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,202,2,0.0020000000949949026,-15.42299694987014,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,203,2,0.0020000000949949026,-15.420996949775144,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,204,2,-0.9980000257492065,-16.41899697552435,"damage_taken:1,health_regen:1",14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 19]","[20, 20, 20]"
natural,harvest_wood,2,205,2,0.0020000000949949026,-16.416996975429356,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 19]","[20, 20, 20]"
natural,harvest_wood,2,206,2,0.0020000000949949026,-16.41499697533436,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 19]","[20, 20, 20]"
natural,harvest_wood,2,207,2,0.0020000000949949026,-16.412996975239366,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 19]","[20, 20, 20]"
natural,harvest_wood,2,208,2,0.0020000000949949026,-16.41099697514437,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 19]","[20, 20, 20]"
natural,harvest_wood,2,209,2,1.002000093460083,-15.408996881684288,health_regen:1,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 20, 20]","[20, 20, 20]"
natural,harvest_wood,2,210,2,-1.997999906539917,-17.406996788224205,damage_taken:1,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 18, 20]","[20, 20, 20]"
natural,harvest_wood,2,211,2,-1.997999906539917,-19.404996694764122,damage_taken:1,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 16, 20]","[20, 20, 20]"
natural,harvest_wood,2,212,2,-1.997999906539917,-21.40299660130404,damage_taken:1,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 14, 20]","[20, 20, 20]"
natural,harvest_wood,2,213,2,-1.997999906539917,-23.400996507843956,damage_taken:1,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 12, 20]","[20, 20, 20]"
natural,harvest_wood,2,214,2,1.002000093460083,-22.398996414383873,health_regen:1,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 13, 20]","[20, 20, 20]"
natural,harvest_wood,2,215,2,0.0020000000949949026,-22.39699641428888,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 13, 20]","[20, 20, 20]"
natural,harvest_wood,2,216,2,0.0020000000949949026,-22.394996414193884,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 13, 20]","[20, 20, 20]"
natural,harvest_wood,2,217,2,0.0020000000949949026,-22.39299641409889,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 13, 20]","[20, 20, 20]"
natural,harvest_wood,2,218,2,0.0020000000949949026,-22.390996414003894,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 13, 20]","[20, 20, 20]"
natural,harvest_wood,2,219,2,1.002000093460083,-21.38899632054381,health_regen:1,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 14, 20]","[20, 20, 20]"
natural,harvest_wood,2,220,2,0.0020000000949949026,-21.386996320448816,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 14, 20]","[20, 20, 20]"
natural,harvest_wood,2,221,2,0.0020000000949949026,-21.38499632035382,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 14, 20]","[20, 20, 20]"
natural,harvest_wood,2,222,2,0.0020000000949949026,-21.382996320258826,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 14, 20]","[20, 20, 20]"
natural,harvest_wood,2,223,2,0.0020000000949949026,-21.38099632016383,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 14, 20]","[20, 20, 20]"
natural,harvest_wood,2,224,2,1.002000093460083,-20.378996226703748,health_regen:1,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 15, 20]","[20, 20, 20]"
natural,harvest_wood,2,225,2,0.0020000000949949026,-20.376996226608753,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 15, 20]","[20, 20, 20]"
natural,harvest_wood,2,226,2,0.0020000000949949026,-20.37499622651376,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 15, 20]","[20, 20, 20]"
natural,harvest_wood,2,227,2,0.0020000000949949026,-20.372996226418763,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 15, 20]","[20, 20, 20]"
natural,harvest_wood,2,228,2,0.0020000000949949026,-20.37099622632377,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 15, 20]","[20, 20, 20]"
natural,harvest_wood,2,229,2,1.002000093460083,-19.368996132863685,health_regen:1,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 16, 20]","[20, 20, 20]"
natural,harvest_wood,2,230,2,0.0020000000949949026,-19.36699613276869,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 16, 20]","[20, 20, 20]"
natural,harvest_wood,2,231,2,0.0020000000949949026,-19.364996132673696,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 16, 20]","[20, 20, 20]"
natural,harvest_wood,2,232,2,0.0020000000949949026,-19.3629961325787,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 16, 20]","[20, 20, 20]"
natural,harvest_wood,2,233,2,0.0020000000949949026,-19.360996132483706,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 16, 20]","[20, 20, 20]"
natural,harvest_wood,2,234,2,1.002000093460083,-18.358996039023623,health_regen:1,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 17, 20]","[20, 20, 20]"
natural,harvest_wood,2,235,2,0.0020000000949949026,-18.356996038928628,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 17, 20]","[20, 20, 20]"
natural,harvest_wood,2,236,2,0.0020000000949949026,-18.354996038833633,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 17, 20]","[20, 20, 20]"
natural,harvest_wood,2,237,2,0.0020000000949949026,-18.352996038738638,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 17, 20]","[20, 20, 20]"
natural,harvest_wood,2,238,2,0.0020000000949949026,-18.350996038643643,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 17, 20]","[20, 20, 20]"
natural,harvest_wood,2,239,2,1.002000093460083,-17.34899594518356,health_regen:1,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 18, 20]","[20, 20, 20]"
natural,harvest_wood,2,240,2,0.0020000000949949026,-17.346995945088565,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 18, 20]","[20, 20, 20]"
natural,harvest_wood,2,241,2,0.0020000000949949026,-17.34499594499357,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 18, 20]","[20, 20, 20]"
natural,harvest_wood,2,242,2,0.0020000000949949026,-17.342995944898576,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 18, 20]","[20, 20, 20]"
natural,harvest_wood,2,243,2,0.0020000000949949026,-17.34099594480358,,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 18, 20]","[20, 20, 20]"
natural,harvest_wood,2,244,2,0.0020000338554382324,-17.338995910948142,"damage_taken:1,health_regen:2",14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 19, 19]","[20, 20, 20]"
natural,harvest_wood,2,245,2,-1.997999906539917,-19.33699581748806,damage_taken:1,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 19, 17]","[20, 20, 20]"
natural,harvest_wood,2,246,2,-3.998000144958496,-23.334995962446555,damage_taken:2,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 19, 13]","[20, 20, 20]"
natural,harvest_wood,2,247,2,-1.997999906539917,-25.332995868986472,damage_taken:1,14.0,14.0,9.0,2,"[[1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1]]","[-1, 19, 11]","[20, 20, 20]"
